ID,SMILES,Name,HOMO,LUMO,Voc (V),Jsc (mA cm^2),FF,PCE(%),ref
4038,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC(/C=C4/C(=O)C5=CSC=C5C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C(C3=CC=C(C(CC)CCCC)S3)=C3C(=C2C2=CC=C(C(CC)CCCC)S2)SC2=C3C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=C2SC(/C=C2/C(=O)C4=CSC=C4C2=C(C#N)C#N)=C3)C=C1,BDTCH-IC,-5.51,-3.89,17.11,0.96,0.636,10.51,"Y. Zhang, Y. Cho, L. Zhong, Y. Wang, B. Huang, Z. Yuan, C. Yang, Y. Chen, Y. Li, Two-Dimension Conjugated Acceptors Based on Benzodi(cyclopentadithiophene) Core with Thiophene-Fused Ending Group for Efficient Polymer Solar Cells, Sol. RRL. 4 (2020) 2000071. https://doi.org/10.1002/solr.202000071."
4039,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC4=C(C5=CC(C6(C7=CC=C(CCCCCC)C=C7)C8=CC=C(CCCCCC)C=C8)=C(C9=C6C(SC(/C=C%10C(C(C=CC=C%11)=C%11C\%10=C(C#N)C#N)=O)=C%12)=C%12S9)C=C5C4(C%13=CC=C(CCCCCC)C=C%13)C%14=CC=C(CCCCCC)C=C%14)S3,TPTT-C1,-5.78,-3.95,15.6,0.96,0.7,10.5,"C. Li, Y. Xie, B. Fan, G. Han, Y. Yi, Y. Sun, A nonfullerene acceptor utilizing a novel asymmetric multifused-ring core unit for highly efficient organic solar cells, J. Mater. Chem. C. 6 (2018) 4873每4877. https://doi.org/10.1039/C8TC01229F."
4040,O=C(C(C=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=CC9=C(C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C%13SC(/C=C%14C(C(C=CC=C%15)=C%15C\%14=C(C#N)/C#N)=O)=C%12)=C%13S9)C=C8S5,BT-IC,-5.32,-3.85,17.75,0.9,0.657,10.5,"Y. Li, L. Zhong, B. Gautam, H.-J. Bin, J.-D. Lin, F.-P. Wu, Z. Zhang, Z.-Q. Jiang, Z.-G. Zhang, K. Gundogdu, Y. Li, L.-S. Liao, A near-infrared non-fullerene electron acceptor for high performance polymer solar cells, Energy Environ. Sci. 10 (2017) 1610每1620. https://doi.org/10.1039/C7EE00844A."
4041,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC(SCC(CC)CCCC)=C(C4=CC5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C=C(C%11=C(SCC(CC)CCCC)C=C(/C=C%12C(C(C=C(F)C(F)=C%13)=C%13C\%12=C(C#N)/C#N)=O)S%11)S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4)S3,IEICS4F,-5.43,-4.08,9.62,1.73,0.63,10.5,"S. Chen, H. Yao, B. Hu, G. Zhang, L. Arunagiri, L.-K. Ma, J. Huang, J. Zhang, Z. Zhu, F. Bai, W. Ma, H. Yan, A Nonfullerene Semitransparent Tandem Organic Solar Cell with 10.5% Power Conversion Efficiency, Adv. Energy Mater. 8 (2018) 1800529. https://doi.org/10.1002/aenm.201800529."
4042,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C1=C(C=C(/C=C4C(=O)C5=C(C=CS5)C4=C(C#N)C#N)S1)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC2=C1SC(/C=C1C(=O)C3=C(C=CS3)C1=C(C#N)C#N)=C2,C8-ITCC,-5.45,-3.85,16.1,1.04,0.63,10.5,"J. Zhang, Y. Li, H. Hu, G. Zhang, H. Ade, H. Yan, Chlorinated Thiophene End Groups for Highly Crystalline Alkylated Non-Fullerene Acceptors toward Efficient Organic Solar Cells, Chem. Mater. 31 (2019) 6672每6676. https://doi.org/10.1021/acs.chemmater.9b00980."
4043,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(S3)C3=C(C=C(/C=C5C(=O)C6=C(C=C(Cl)C(Cl)=C6)C5=C(C#N)C#N)S3)OC2(CCC)CCC)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2C(CCC)(CCC)OC2=C3SC(/C=C3C(=O)C4=C(C=C(Cl)C(Cl)=C4)C3=C(C#N)C#N)=C2)C=C1,DTPR-4CL,-5.35,-3.85,24.97,0.68,0.618,10.49,"J. Zhang, Y. Li, Z. Peng, F. Bai, L.-K. Ma, H. Ade, Z. Li, H. Yan, Near-infrared electron acceptors with fused nonacyclic molecular backbones for nonfullerene organic solar cells, Mater. Chem. Front. 4 (2020) 1729每1738. https://doi.org/10.1039/C9QM00754G."
4044,O=C(C(C=C(F)C(F)=C1)=C1C/2=C(C#N)C#N)C2=C/C=C/C3=CC4=C(C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C=C(C8=C9C=C(/C=C/C=C%10C(C(C=C(F)C(F)=C%11)=C%11C\%10=C(C#N)/C#N)=O)S8)C(C9(C%12=CC=C(CCCCCC)C=C%12)C%13=CC=C(CCCCCC)C=C%13)=C5)S3,ITC6-4F,-5.74,-3.84,18.55,0.776,0.7318,10.48,"C. Zhang, S. Ming, H. Wu, X. Wang, H. Huang, W. Xue, X. Xu, Z. Tang, W. Ma, Z. Bo, High-efficiency ternary nonfullerene organic solar cells with record long-term thermal stability, J. Mater. Chem. A. 8 (2020) 22907每22917. https://doi.org/10.1039/D0TA07887E."
4045,CCCCCCCCN1N=C2C(/C=C3/SC(=C(C#N)C#N)N(CC)C3=O)=CC=C(C3=CC4=C(O3)C3=CC5=C(C=C3C4(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C3=C(C=C(C4=C(F)C=C(/C=C6/SC(=C(C#N)C#N)N(CC)C6=O)C6=NN(CCCCCCCC)N=C64)S3)C5(C3=CC=C(CCCCCC)C=C3)C3=CC=C(CCCCCC)C=C3)C2=N1,BTA3-F,-5.67,-3.85,12.81,1.13,0.7237,10.48,"T. Dai, Q. Nie, P. Lei, B. Zhang, J. Zhou, A. Tang, H. Wang, Q. Zeng, E. Zhou, Effects of Halogenation on the Benzotriazole Unit of Non-Fullerene Acceptors in Organic Solar Cells with High Voltages, ACS Appl. Mater. Interfaces. 13 (2021) 58994每59005. https://doi.org/10.1021/acsami.1c14317."
4046,CCCCC(CC)CC1=C2C(=O)C3=C(C4=CC5=C(S4)C4=C(C=C(/C=C6C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S4)C5(CC(CC)CCCC)CC(CC)CCCC)SC(C4=CC5=C(S4)C4=C(C=C(/C=C6C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S4)C5(CC(CC)CCCC)CC(CC)CCCC)=C3C(=O)C2=C(CC(CC)CCCC)S1,BCPDT-2,-5.4,-3.79,19.01,0.81,0.67,10.46,"Q. Wang, K. Huang, Y. Zhang, L. Ye, W. Ni, M. Li, Y. Geng, Near-infrared absorbing non-fullerene acceptors with unfused D-A-D core for efficient organic solar cells, Org. Electron. 92 (2021) 106131. https://doi.org/10.1016/j.orgel.2021.106131."
4047,CCCCCCCCCCCCC(CCCCCCCCCC)CN1C2=C(SC3=C2SC(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)=C3CCCCCCCCCCC)C2=C1C1=C(C3=NSN=C32)C2=C(C3=C(S2)C(CCCCCCCCCCC)=C(/C=C2C(=O)C4=C(C=C(F)C(F)=C4)C2=C(C#N)C#N)S3)N1CC(CCCCCCCCCC)CCCCCCCCCCCC,Y6-DT-4F,-5.67,-4.04,22.16,0.862,0.5471,10.45,"X. Liu, Z. Liang, S. Du, X. Niu, J. Tong, C. Yang, X. Lu, X. Bao, L. Yan, J. Li, Y. Xia, Two Compatible Acceptors as an Alloy Model with a Halogen-Free Solvent for Efficient Ternary Polymer Solar Cells, ACS Appl. Mater. Interfaces. (2022). https://doi.org/10.1021/acsami.1c23332."
4048,CCCCCCCCC1(CCCCCCCC)C2=CC3=C(C=C2C2=C1C=C(/C=C1C(=O)C4=C(C=C(F)C(F)=C4)C1=C(C#N)C#N)S2)C(CCCCCCCC)(CCCCCCCC)C1=C3SC(C2=CC=C(/C=C3SC(=S)N(CC)C3=O)C3=NSN=C23)=C1,IDTBF,-5.64,-3.8,16.98,0.94,0.6514,10.43,"T. Duan, L. Hou, J. Fu, Z. Kan, Q. Yang, Q. Chen, C. Zhong, Z. Xiao, D. Yu, S. Lu, An asymmetric end-capping strategy enables a new non-fullerene acceptor for organic solar cells with efficiency over 10%, Chem. Commun. 56 (2020) 6531每6534. https://doi.org/10.1039/D0CC01739F."
4049,O=C(C(SC=C1)=C1C/2=C(C#N)C#N)C2=C/C3=CC4=C(S3)C5=C(C6=CC(C7(C8=CC=C(CCCCCC)C=C8)C9=CC=C(CCCCCC)C=C9)=C(C%10=C7C(SC(/C=C%11C(C(SC=C%12)=C%12C\%11=C(C#N)/C#N)=O)=C%13)=C%13S%10)C=C6C5(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)S4,ITCT,-5.62,-3.92,15.13,0.95,0.72,10.42,"J. Sun, Z. Zhang, X. Yin, J. Zhou, L. Yang, R. Geng, F. Zhang, R. Zhu, J. Yu, W. Tang, High performance non-fullerene polymer solar cells based on PTB7-Th as the electron donor with 10.42% efficiency, J. Mater. Chem. A. 6 (2018) 2549每2554. https://doi.org/10.1039/C7TA10391C."
4050,O=C(C(C(F)=CC=C1)=C1C/2=C(C#N)C#N)C2=C/C(S3)=CC4=C3C5=C(C4(C6=CC=C(CCCCCC)C=C6)C7=CC=C(CCCCCC)C=C7)C8=C(CCCCCCCC)C9=C(C(C(C%10=CC=C(CCCCCC)C=C%10)(C%11=CC=C(CCCCCC)C=C%11)C%12=C%13SC(/C=C%14C(C(C=CC=C%15F)=C%15C\%14=C(C#N)/C#N)=O)=C%12)=C%13S9)C(CCCCCCCC)=C8S5,NFBDT,-5.4,-3.83,17.85,0.87,0.67,10.42,"B. Kan, H. Feng, X. Wan, F. Liu, X. Ke, Y. Wang, Y. Wang, H. Zhang, C. Li, J. Hou, Y. Chen, Small-Molecule Acceptor Based on the Heptacyclic Benzodi(cyclopentadithiophene) Unit for Highly Efficient Nonfullerene Organic Solar Cells, J. Am. Chem. Soc. 139 (2017) 4929每4934. https://doi.org/10.1021/jacs.7b01170."
4051,O=C(C1=CSC=C1C/2=C(C#N)C#N)C2=C/C3=CC4=C(C5=CC(C6(C7=CC=C(CCCCCC)S7)C8=CC=C(CCCCCC)S8)=C(C9=C6C(SC(/C=C%10C(C%11=CSC=C%11C\%10=C(C#N)C#N)=O)=C%12)=C%12S9)C=C5C4(C%13=CC=C(CCCCCC)S%13)C%14=CC=C(CCCCCC)S%14)S3,IDT6CN-Th1:1,-5.71,-4.01,16.75,0.81,0.767,10.41,"W. Gao, M. Zhang, T. Liu, R. Ming, Q. An, K. Wu, D. Xie, Z. Luo, C. Zhong, F. Liu, F. Zhang, H. Yan, C. Yang, Asymmetrical Ladder-Type Donor-Induced Polar Small Molecule Acceptor to Promote Fill Factors Approaching 77% for High-Performance Nonfullerene Polymer Solar Cells, Adv. Mater. 30 (2018) 1800052. https://doi.org/10.1002/adma.201800052."
4052,CCCCC(CC)CN1N=C2C(=N1)C1=C(C3=C2C2=C(C=C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)N3CC(CC)CCCC)N(CC(CC)CCCC)C2=C1SC(/C=C1C(=O)C3=C(C=C(F)C(F)=C3)C1=C(C#N)C#N)=C2,Y25,-5.49,-4.06,18.41,0.84,0.6638,10.41,"J. Song, F. Cai, C. Zhu, H. Chen, Q. Wei, D. Li, C. Zhang, R. Zhang, J. Yuan, H. Peng, S.K. So, Y. Zou, Over 13% Efficient Organic Solar Cells Based on Low-Cost Pentacyclic A-DA∩D-A-Type Nonfullerene Acceptor, Sol. RRL. 5 (2021) 2100281. https://doi.org/10.1002/solr.202100281."
4053,O=C(C(C=CC=C1)=C1C/2=C(C#N)/C#N)C2=C/C3=CC(C4(C5=CC=C(OCCCCCC)C=C5)C6=CC=C(OCCCCCC)C=C6)=C(S3)C7=C4C=C(C(C=C(C(C8=CC=C(OCCCCCC)C=C8)(C9=CC=C(OCCCCCC)C=C9)C%10=C%11SC(/C=C%12C(C(C=CC=C%13)=C%13C\%12=C(C#N)C#N)=O)=C%10)C%11=C%14)=C%14C%15(CCCCCCCC)CCCCCCCC)C%15=C7,DTCFOIC,-5.63,-3.93,18.56,0.88,0.641,10.41,"P. Yin, T. Zheng, Y. Wu, G. Liu, Z.-G. Zhang, C. Cui, Y. Li, P. Shen, Achieving efficient thick active layer and large area ternary polymer solar cells by incorporating a new fused heptacyclic non-fullerene acceptor, J. Mater. Chem. A. 6 (2018) 20313每20326. https://doi.org/10.1039/C8TA06836D."
4054,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(SC4=C3SC3=C4SC(/C=C4C(=O)C5=CC(F)=C(F)C=C5C4=C(C#N)C#N)=C3)C3=C2C2=C(S3)C3=C(S2)C2=C(C4=C(S2)C2=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S4)C3(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)C=C1,8TIC-4F,-5.36,-3.88,21,0.75,0.66,10.4,"X. Liao, H. Pei, H. Zhao, Y. Cui, L. Li, X. Shi, P. Zhu, W. Ma, Y. Chen, A.K.-Y. Jen, The synergistic effects of central core size and end group engineering on performance of narrow bandgap nonfullerene acceptors, Chem. Eng. J. 435 (2022) 135020. https://doi.org/10.1016/j.cej.2022.135020."
4055,CCCCCCOC1=C2C3=C(C4=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)S3)C(C3=CC=C(CCCCCC)C=C3)(C3=CC=C(CCCCCC)C=C3)C3=CC(OCCCCCC)=C4C5=C(C6=C(C=C(/C=C7C(=O)C8=C(C=C(F)C(F)=C8)C7=C(C#N)C#N)S6)S5)C(C5=CC=C(CCCCCC)C=C5)(C5=CC=C(CCCCCC)C=C5)C(=C1)C4=C32,PTT-2FIC,-5.54,-3.87,18.26,0.87,0.65,10.4,"S. Du, N. Yao, S. Liu, Y. Xu, J. Cao, W. Zhuang, J. Yu, N. Wang, D. Yu, F. Zhang, E. Wang, Nonfullerene acceptors from thieno[3,2-b]thiophene-fused naphthalene donor core with six-member-ring connection for efficient organic solar cells, Dyes Pigments. 185 (2021) 108892. https://doi.org/10.1016/j.dyepig.2020.108892."
4056,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=C(Br)S6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2C(=O)C4=C(C=C(Br)S4)C2=C(C#N)C#N)=C3)C=C1,ITCC-Br,-5.74,-3.91,16.2,0.99,0.649,10.4,"J. Cai, C. Guo, L. Wang, Y. Fu, C. Chen, D. Li, D. Liu, T. Wang, An asymmetry strategy to reduce excessive aggregation of brominated non-fullerene acceptors for enhanced efficiency of organic solar cells, Org. Electron. 100 (2022) 106357. https://doi.org/10.1016/j.orgel.2021.106357."
4057,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(C5=C(OC)C(OC)=C(/C=C6C(=O)C7=C(C=C(F)C(F)=C7)C6=C(C#N)C#N)S5)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(C2=C(OC)C(OC)=C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S2)=C3)C=C1,IDTT2OT-4F,-5.15,-3.29,19.3,0.86,0.624,10.4,"I.N. Kim, S.J. Jeon, Y.H. Kim, H.S. Lee, Y.W. Han, N.G. Yang, D.H. Hong, C.H. Jung, D.K. Moon, Synthesis of 3,4-dimethoxythiophene spacer-based non-fullerene acceptors for efficient organic solar cells, Synth. Met. 280 (2021) 116880. https://doi.org/10.1016/j.synthmet.2021.116880."
4058,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(/C=C2C(=O)C5=C(C=C(Cl)C(Cl)=C5)C2=C(C#N)C#N)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C(F)C(F)=C(C4=CC5=C(S4)C4=C(C=C6C(=C4)C(C4=CC=C(CCCCCC)C=C4)(C4=CC=C(CCCCCC)C=C4)C4=C6SC(/C=C6C(=O)C7=C(C=C(Cl)C(Cl)=C7)C6=C(C#N)C#N)=C4)C5(C4=CC=C(CCCCCC)C=C4)C4=CC=C(CCCCCC)C=C4)C4=NON=C43)=C2)C=C1,BO2FIDT-4Cl,-5.73,-3.89,16.1,0.96,0.613,10.4,"C. Zhang, X. Song, K.-K. Liu, M. Zhang, J. Qu, C. Yang, G.-Z. Yuan, A. Mahmood, F. Liu, F. He, D. Baran, J.-L. Wang, Electron-Deficient and Quinoid Central Unit Engineering for Unfused Ring-Based A1每D每A2每D每A1-Type Acceptor Enables High Performance Nonfullerene Polymer Solar Cells with High Voc and PCE Simultaneously, Small. 16 (2020) 1907681. https://doi.org/10.1002/smll.201907681."
4059,CCCCCCC(CCCC)C1=C(C2=CC(C3=C(C)C=C(C)C=C3C)=C(C3=C(C4=C(C)C=C(C)C=C4C)C=C(C4=C(C(CCCC)CCCCCC)C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)S3)S2)SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1,A4T-23,-5.63,-3.98,21,0.87,0.568,10.4,"L. Ma, S. Zhang, J. Zhu, J. Wang, J. Ren, J. Zhang, J. Hou, Completely non-fused electron acceptor with 3D-interpenetrated crystalline structure enables efficient and stable organic solar cell, Nat. Commun. 12 (2021) 5093. https://doi.org/10.1038/s41467-021-25394-w."
4060,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C=C(C2=C5OCCOC5=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C3=C4OCCOC4=C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)S3)=C2)C=C1,IDT-ED-4F,-5.38,-3.88,22.14,0.88,0.5304,10.4,"S.J. Jeon, Y.H. Kim, I.N. Kim, N.G. Yang, J.H. Yun, D.K. Moon, Utilizing 3,4-ethylenedioxythiophene (EDOT)-bridged non-fullerene acceptors for efficient organic solar cells, J. Energy Chem. 65 (2022) 194每204. https://doi.org/10.1016/j.jechem.2021.05.032."
4061,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC2=C1SC1=C2N(CCCCCCCC)C2=C1C1=NSN=C1C1=C2N(CCCCCCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,Y6-nC8,-5.71,-4.08,19.07,0.863,0.631,10.38,"L. Yi, S. Dai, R. Sun, W. Wang, Y. Wu, X. Jiao, C. Zhang, J. Min, Alkyl chain engineering of non-fullerene small molecule acceptors for solution-processable organic solar cells, Org. Electron. 87 (2020) 105963. https://doi.org/10.1016/j.orgel.2020.105963."
4062,CCCCCCOC1=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)SC(C2=CC3=C(S2)C2=C(C=C4C(=C2)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC(C4=CC(SCCCCCC)=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S4)=C2)C3(C2=CC=C(CCCCCC)C=C2)C2=CC=C(CCCCCC)C=C2)=C1,IDTCN-S,-5.57,-3.9,19.04,0.85,0.657,10.34,"Y. Liu, M. Li, J. Yang, W. Xue, S. Feng, J. Song, Z. Tang, W. Ma, Z. Bo, High-Efficiency As-Cast Organic Solar Cells Based on Acceptors with Steric Hindrance Induced Planar Terminal Group, Adv. Energy Mater. 9 (2019) 1901280. https://doi.org/10.1002/aenm.201901280."
4063,CCCCC(CC)CC1(CC(CC)CCCC)C2=C(SC(/C=C3C(=O)C4=CC(F)=C(F)C=C4C3=C(C#N)C#N)=C2)C2=C1C=C(C1=NC=C(C3=CC4C(S3)C3=C(C=C(/C=C5C(=O)C6=CC(F)=C(F)C=C6C5=C(C#N)C#N)S3)C4(CC(CC)CCCC)CC(CC)CCCC)N=C1)S2,NCIC,,,17.53,0.879,0.667,10.32,"J. Gao, Y. Li, S. Li, X. Xia, X. Lu, M. Shi, H. Chen, Non-fullerene acceptors with nitrogen-containing six-membered heterocycle cores for the applications in organic solar cells, Sol. Energy Mater. Sol. Cells. 225 (2021) 111046. https://doi.org/10.1016/j.solmat.2021.111046."
4064,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=C(CC4=C3SC3=C4C4(C5=CC=C(CCCCCC)C=C5C5=C4C=CC(CCCCCC)=C5)C4=C3SC3=C4SC(/C=C4C(=O)C5=CC=CC=C5C4=C(C#N)C#N)=C3)C3=C2C2=C(C=C(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S2)S3)C=C1,6TIC,-5.42,-3.91,19.6,0.81,0.65,10.32,"X. Liao, H. Pei, H. Zhao, Y. Cui, L. Li, X. Shi, P. Zhu, W. Ma, Y. Chen, A.K.-Y. Jen, The synergistic effects of central core size and end group engineering on performance of narrow bandgap nonfullerene acceptors, Chem. Eng. J. 435 (2022) 135020. https://doi.org/10.1016/j.cej.2022.135020."
4065,CCCCC(CC)CC1(CC(CC)CCCC)C2=CC3=C(C=C2C2=C1C=C(C1=CC=C(/C=C4C(=O)C5=C(C=C(F)C(F)=C5)C4=C(C#N)C#N)[Se]1)S2)C(CC(CC)CCCC)(CC(CC)CCCC)C1=C3SC(C2=CC=C(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)[Se]2)=C1,IDT2SeC2C4-4F,-5.4,-4.08,21.81,0.77,0.618,10.32,"X. Zhang, Q. Wang, Z. Liang, M. Li, Y. Geng, Low-bandgap non-fullerene acceptors based on selenophene 羽 spacer and alkylated indaceno[1,2-b:5,6-b∩]dithiophene for organic solar cells, Org. Electron. 69 (2019) 200每207. https://doi.org/10.1016/j.orgel.2019.03.038."
4066,CCCCCCCCCCCC1=C(/C=C2C(=O)C3=CC4=CC=CC=C4C=C3C2=C(C#N)C#N)SC2=C1SC1=C2N(CC(CC)CCCC)C2=C1C1=NSN=C1C1=C2N(CC(CC)CCCC)C2=C1SC1=C2SC(/C=C2C(=O)C3=C(C=C4C=CC=CC4=C3)C2=C(C#N)C#N)=C1CCCCCCCCCCC,BTP-C2C4-N,-5.49,-3.9,18.2,0.93,0.571,10.3,"J. Pan, Y. Shi, J. Yu, H. Zhang, Y. Liu, J. Zhang, F. Gao, X. Yu, K. Lu, Z. Wei, 羽-Extended Nonfullerene Acceptors for Efficient Organic Solar Cells with a High Open-Circuit Voltage of 0.94 V and a Low Energy Loss of 0.49 eV, ACS Appl. Mater. Interfaces. 13 (2021) 22531每22539. https://doi.org/10.1021/acsami.1c04273."
4067,O=C(C1=C(SC2=C1SC=C2)C/3=C(C#N)C#N)C3=C/C4=CC5=C(S4)C6=C(C7=CC8=C(C9=C(S8)C(SC(/C=C%10C(C%11=C(SC%12=C%11SC=C%12)C\%10=C(C#N)/C#N)=O)=C%13)=C%13C9(C%14=CC=C(CCCCCC)C=C%14)C%15=CC=C(CCCCCC)C=C%15)C=C7S6)C5(C%16=CC=C(CCCCCC)C=C%16)C%17=CC=C(CCCCCC)C=C%17,BDCPDT-TTC,-5.38,-3.78,17.72,0.94,0.6178,10.29,"S.-L. Chang, F.-Y. Cao, W.-C. Huang, P.-K. Huang, K.-H. Huang, C.-S. Hsu, Y.-J. Cheng, New Thieno[3,2-b]thiophene-Based Acceptor: Tuning Acceptor Strength of Ladder-Type N-Type Materials to Simultaneously Achieve Enhanced Voc and Jsc of Nonfullerene Solar Cells, ACS Energy Lett. 3 (2018) 1722每1729. https://doi.org/10.1021/acsenergylett.8b00563."
4068,CCCCCCC1=CC=C(C2(C3=CC=C(CCCCCC)C=C3)C3=CC4=C(C=C3C3=C2C2=C(C=C(/C=C5C(=O)C6=C(C=C(F)C(F)=C6)C5=C(C#N)C#N)S2)S3)C(C2=CC=C(CCCCCC)C=C2)(C2=CC=C(CCCCCC)C=C2)C2=C4SC3=C2SC(/C=C2C(=O)C4=C(C=CC=C4)C2=C(C#N)C#N)=C3)C=C1,a-IT-2F,-5.67,-4.07,19.06,0.78,0.6884,10.28,"M. Li, Y. Zhou, J. Zhang, J. Song, Z. Bo, Tuning the dipole moments of nonfullerene acceptors with an asymmetric terminal strategy for highly efficient organic solar cells, J. Mater. Chem. A. 7 (2019) 8889每8896. https://doi.org/10.1039/C8TA12530A."
4069,CCCCCCCCC(CCCCCC)COC1=CC(C2=CC(CCCCCC)=C(/C=C3C(=O)C4=C(C=C(F)C(F)=C4)C3=C(C#N)C#N)S2)=C(OCC(CCCCCC)CCCCCCCC)C=C1C1=CC(CCCCCC)=C(/C=C2C(=O)C3=C(C=C(F)C(F)=C3)C2=C(C#N)C#N)S1,PTIC,-5.59,-3.81,16.73,0.93,0.66,10.27,"Z.-P. Yu, Z.-X. Liu, F.-X. Chen, R. Qin, T.-K. Lau, J.-L. Yin, X. Kong, X. Lu, M. Shi, C.-Z. Li, H. Chen, Simple non-fused electron acceptors for efficient and stable organic solar cells, Nat. Commun. 10 (2019) 2152. https://doi.org/10.1038/s41467-019-10098-z."
4070,CCCCCCOC1=C2SC3=C(C2=C(OCCCCCC)C2=C1C1=C(S2)C2=C(C=C(/C=C4C(=O)C5=C(C=CC=C5)C4=C(C#N)C#N)S2)C1(C1=CC=C(CCCCCC)C=C1)C1=CC=C(CCCCCC)C=C1)C(C1=CC=C(CCCCCC)C=C1)(C1=CC=C(CCCCCC)C=C1)C1=C3SC(/C=C2C(=O)C3=C(C=CC=C3)C2=C(C)C#N)=C1,NOBDT,-5.26,-3.89,19.16,0.77,0.7,10.26,"Y. Zhang, B. Kan, Y. Sun, Y. Wang, R. Xia, X. Ke, Y.-Q.-Q. Yi, C. Li, H.-L. Yip, X. Wan, Y. Cao, Y. Chen, Nonfullerene Tandem Organic Solar Cells with High Performance of 14.11%, Adv. Mater. 30 (2018) 1707508. https://doi.org/10.1002/adma.201707508."
